Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l]
0690,6463,B,2015-06-22T08:23,54.4017,13.1050,,0.5,15.06,9.4,7.1
0690,6463,B,2015-06-22T08:23,54.4017,13.1050,,3.4,15.06,9.4,7.2
0690,6378,B,2015-06-22T09:37,54.5117,13.0500,,0.9,14.19,8.8,7.2
0690,6378,B,2015-06-22T09:37,54.5117,13.0500,,3.2,14.19,8.8,7.2
0690,9123,B,2015-06-22T10:39,54.6233,13.0283,,0.6,13.13,8.4,7.5
0690,9123,B,2015-06-22T10:39,54.6233,13.0283,,12.6,13.12,8.4,7.6
0690,7681,B,2015-06-22T13:31,54.5067,13.4900,,0.9,16.31,7.9,6.8
0690,7681,B,2015-06-22T13:31,54.5067,13.4900,,7.6,16.16,7.9,6.5
0690,6638,B,2015-06-23T10:55,54.7630,13.5950,,0.8,13.63,8.1,7.7
0690,6638,B,2015-06-23T10:55,54.7630,13.5950,,40.8,6.12,13.8,3.8
0690,8743,B,2015-06-23T12:58,54.5350,13.7700,,0.9,14.45,8.1,7.5
0690,8743,B,2015-06-23T12:58,54.5350,13.7700,,19,14.13,8.2,7.1
0690,7281,B,2015-06-23T14:01,54.4617,13.5933,,0.9,15.12,8.3,7.2
0690,7281,B,2015-06-23T14:01,54.4617,13.5933,,12.4,14.32,8.3,6.4
0690,7896,B,2015-07-06T08:37,54.2883,13.1283,,1,22.56,8.6,6.1
0690,8843,B,2015-07-07T08:46,54.2033,13.9050,,1,20.29,7.6,6.3
0690,8843,B,2015-07-07T08:46,54.2033,13.9050,,11.0,17.05,8.,5.1
0690,6734,B,2015-07-07T10:02,54.1133,14.1167,,1,18.99,7.8,6.9
0690,6734,B,2015-07-07T10:02,54.1133,14.1167,,13.4,15.73,8.,4.8
0690,9223,B,2015-07-07T11:08,54.0067,14.2333,,1,19.64,7.2,7
0690,9223,B,2015-07-07T11:08,54.0067,14.2333,,9.7,17.08,7.7,4.8
0690,7190,B,2015-07-07T12:02,53.9383,14.2250,,1,19.86,6.9,6.7
0690,7190,B,2015-07-07T12:02,53.9383,14.2250,,5.5,19.24,7.3,5.7
0690,6163,B,2015-07-08T09:22,54.2067,13.5667,,1,20.13,8.2,6.2
0690,6163,B,2015-07-08T09:22,54.2067,13.5667,,7.8,20.13,8.2,6.2
0690,6558,B,2015-07-14T08:30,53.8250,14.1000,,0.5,18.2,1.7,6.9
0690,6558,B,2015-07-14T08:30,53.8250,14.1000,,5,18.2,1.7,6.8
0690,7494,B,2015-07-14T15:05,54.0233,13.7600,,0.5,18.8,5.7,7.7
0690,7494,B,2015-07-14T15:05,54.0233,13.7600,,7,17.8,6.5,4.5
0690,5648,B,2015-07-14T15:40,54.0167,13.9583,,0.5,19.,2.7,
0690,6464,B,2015-07-20T08:32,54.4017,13.1050,,0.9,17.91,9.5,6.3
0690,6464,B,2015-07-20T08:32,54.4017,13.1050,,3.8,17.9,9.5,6.3
0690,6379,B,2015-07-20T09:54,54.5117,13.0500,,1.2,18.08,9.4,6.6
0690,6379,B,2015-07-20T09:54,54.5117,13.0500,,3.8,18.08,9.4,6.6
0690,9124,B,2015-07-20T10:51,54.6233,13.0283,,1.6,15.56,8.8,6.9
0690,9124,B,2015-07-20T10:51,54.6233,13.0283,,12.5,13.12,9.1,6.4
0690,7682,B,2015-07-21T09:42,54.5067,13.4900,,0.9,18.65,8.,6.4
0690,7682,B,2015-07-21T09:42,54.5067,13.4900,,7.3,18.68,8.,6.3
0690,6640,B,2015-07-22T10:45,54.7630,13.5950,,1.1,16.58,8.3,7.5
0690,6640,B,2015-07-22T10:45,54.7630,13.5950,,40.8,6.74,12.1,4.9
0690,8745,B,2015-07-22T12:50,54.5350,13.7700,,0.9,17.56,8.3,7.4
0690,8745,B,2015-07-22T12:50,54.5350,13.7700,,19.4,14.26,8.5,4.4
0690,7283,B,2015-07-22T13:55,54.4617,13.5933,,0.9,17.98,8.3,7.2
0690,7283,B,2015-07-22T13:55,54.4617,13.5933,,12.5,15.26,8.4,4
0690,7897,B,2015-08-03T08:43,54.2883,13.1283,,1.1,18.25,9.5,7
0690,8845,B,2015-08-04T08:47,54.2033,13.9050,,0.9,18.25,7.8,6.8
0690,8845,B,2015-08-04T08:47,54.2033,13.9050,,11.2,16.07,8.3,5
0690,6736,B,2015-08-04T10:06,54.1133,14.1167,,1,18.27,7.9,7.1
0690,6736,B,2015-08-04T10:06,54.1133,14.1167,,13.4,16.57,8.3,5.7
0690,9225,B,2015-08-04T11:14,54.0067,14.2333,,1,18.59,7.7,7.1
0690,9225,B,2015-08-04T11:14,54.0067,14.2333,,10.2,17.09,8.,5.8
0690,7191,B,2015-08-04T12:08,53.9383,14.2250,,1,18.58,7.7,6.5
0690,7191,B,2015-08-04T12:08,53.9383,14.2250,,6.5,17.22,7.9,3.8
0690,6165,B,2015-08-05T09:13,54.2067,13.5667,,0.8,18.33,8.3,6.8
0690,6165,B,2015-08-05T09:13,54.2067,13.5667,,7.8,17.2,8.5,4.9
0690,6466,B,2015-08-10T08:31,54.4017,13.1050,,1,20.54,9.1,5.9
0690,6466,B,2015-08-10T08:31,54.4017,13.1050,,3.6,20.52,9.1,5.9
0690,6382,B,2015-08-10T09:49,54.5117,13.0500,,1,17.9,10.1,6.9
0690,6382,B,2015-08-10T09:49,54.5117,13.0500,,3.9,17.87,10.1,6.9
0690,9127,B,2015-08-10T10:54,54.6233,13.0283,,1.1,18.5,8.1,7.4
0690,9127,B,2015-08-10T10:54,54.6233,13.0283,,12.9,8.23,8.6,7
0690,7684,B,2015-08-11T09:46,54.5067,13.4900,,0.9,20.94,6.5,7.3
0690,7684,B,2015-08-11T09:46,54.5067,13.4900,,6.9,19.44,8.,4.4
0690,6642,B,2015-08-12T10:54,54.7630,13.5950,,0.7,18.56,7.2,7.2
0690,6642,B,2015-08-12T10:54,54.7630,13.5950,,40.7,10.49,,5.2
0690,8747,B,2015-08-12T13:00,54.5350,13.7700,,1.1,19.13,8.2,7.2
0690,8747,B,2015-08-12T13:00,54.5350,13.7700,,19,14.92,9.,5.2
0690,7285,B,2015-08-12T14:05,54.4617,13.5933,,0.9,19.94,8.2,7.3
0690,7285,B,2015-08-12T14:05,54.4617,13.5933,,12.8,15.38,8.5,4
0690,6560,B,2015-08-25T08:50,53.8250,14.1000,,0.5,20.1,1.8,5.9
0690,6560,B,2015-08-25T08:50,53.8250,14.1000,,4.5,19.9,1.8,5.9
0690,5649,B,2015-08-25T13:05,54.0167,13.9583,,0.5,19.9,1.7,6.3
0690,7496,B,2015-08-25T14:10,54.0233,13.7600,,0.5,20.1,2.,6.2
0690,7496,B,2015-08-25T14:10,54.0233,13.7600,,6.6,19.8,2.,6.1
0690,7898,B,2015-09-07T08:46,54.2883,13.1283,,1,15.63,8.6,6.6
0690,6562,B,2015-09-08T08:35,53.8250,14.1000,,0.5,15.3,1.9,6.1
0690,6562,B,2015-09-08T08:35,53.8250,14.1000,,5,15.2,1.8,6.1
0690,8847,B,2015-09-08T09:02,54.2033,13.9050,,1,16.41,8.1,6.9
0690,8847,B,2015-09-08T09:02,54.2033,13.9050,,11.2,16.4,8.1,6.9
0690,7193,B,2015-09-08T11:27,53.9383,14.2250,,1.1,16.69,7.7,6.8
0690,7193,B,2015-09-08T11:27,53.9383,14.2250,,5.6,16.68,7.8,6.7
0690,9227,B,2015-09-08T12:13,54.0067,14.2333,,1,15.88,7.9,7
0690,9227,B,2015-09-08T12:13,54.0067,14.2333,,9.8,15.87,7.9,7
0690,5650,B,2015-09-08T12:20,54.0167,13.9583,,0.5,15.1,3.7,6.8
0690,7498,B,2015-09-08T13:45,54.0233,13.7600,,0.5,15.4,7.1,6.2
0690,7498,B,2015-09-08T13:45,54.0233,13.7600,,7,15.5,7.2,6.1
0690,6167,B,2015-09-09T08:53,54.2067,13.5667,,1.2,16.64,7.9,6.5
0690,6167,B,2015-09-09T08:53,54.2067,13.5667,,7.8,16.64,7.9,6.5
0690,7287,B,2015-09-21T08:48,54.4617,13.5933,,0.8,16.11,8.,7.1
0690,7287,B,2015-09-21T08:48,54.4617,13.5933,,12.5,15.89,8.3,6.2
0690,8749,B,2015-09-21T09:55,54.5350,13.7700,,1.2,15.52,7.8,7.1
0690,8749,B,2015-09-21T09:55,54.5350,13.7700,,19.0,16.24,8.3,6.9
0690,6644,B,2015-09-21T11:57,54.7630,13.5950,,1.9,16.12,8.,7
0690,6644,B,2015-09-21T11:57,54.7630,13.5950,,41.0,15.54,10.3,6.5
0690,7685,B,2015-09-22T09:46,54.5067,13.4900,,1,15.6,8.2,7
0690,7685,B,2015-09-22T09:46,54.5067,13.4900,,7,15.59,8.2,6.9
0690,9129,B,2015-09-23T09:19,54.6233,13.0283,,1,15.43,9.,7.1
0690,9129,B,2015-09-23T09:19,54.6233,13.0283,,12.7,15.78,10.5,6.5
0690,6384,B,2015-09-23T10:17,54.5117,13.0500,,1,15.1,10.4,7
0690,6384,B,2015-09-23T10:17,54.5117,13.0500,,3.5,15.1,10.4,7
0690,6468,B,2015-09-24T13:26,54.4017,13.1050,,0.7,14.78,9.1,7.5
0690,6468,B,2015-09-24T13:26,54.4017,13.1050,,3.3,14.77,9.1,7.5
0690,8651,B,2015-09-29T08:25,54.2308,14.0253,0011,0.5,15.8,7.55,6.60
0690,8651,B,2015-09-29T08:25,54.2308,14.0253,0011,10,15.5,7.5,6.58
0690,8662,B,2015-09-29T09:13,54.2825,14.0883,0016,0.5,15.7,7.49,6.55
0690,8662,B,2015-09-29T09:13,54.2825,14.0883,0016,15,15.9,7.56,6.47
0690,8638,B,2015-09-30T07:50,54.4405,13.5962,0011,0.5,15.9,7.77,6.51
0690,8638,B,2015-09-30T07:50,54.4405,13.5962,0011,11.0,,,6.37
0690,6564,B,2015-10-13T09:00,53.8250,14.1000,,0.5,9.3,2.5,8
0690,6564,B,2015-10-13T09:00,53.8250,14.1000,,4,9.,2.5,8.1
0690,5651,B,2015-10-13T13:05,54.0167,13.9583,,0.5,9.1,2.3,7.4
0690,7500,B,2015-10-13T14:10,54.0233,13.7600,,0.5,9.,2.6,7.5
0690,7500,B,2015-10-13T14:10,54.0233,13.7600,,7,8.8,2.6,7.8
0690,6385,B,2015-10-26T14:50,54.5117,13.0500,,1,11.7,9.4,7.5
0690,6385,B,2015-10-26T14:50,54.5117,13.0500,,4,11.8,9.4,7.9
0690,7686,B,2015-10-27T09:30,54.5067,13.4900,,1,10.,8.3,7.7
0690,7686,B,2015-10-27T09:30,54.5067,13.4900,,7,9.9,8.3,7.4
0690,9130,B,2015-10-28T09:10,54.6233,13.0283,,1,11.3,11.1,6.9
0690,9130,B,2015-10-28T09:10,54.6233,13.0283,,13,11.6,12.5,6.8
0690,7288,B,2015-10-29T07:50,54.4617,13.5933,,1,10.8,8.1,7.9
0690,7288,B,2015-10-29T07:50,54.4617,13.5933,,12,10.8,8.1,7.7
0690,8750,B,2015-10-29T09:05,54.5350,13.7700,,1,10.7,8.1,7.5
0690,8750,B,2015-10-29T09:05,54.5350,13.7700,,19,12.1,12.8,4.6
0690,6469,B,2015-10-29T14:30,54.4017,13.1050,,1,10.,8.1,8.2
0690,6469,B,2015-10-29T14:30,54.4017,13.1050,,4,9.9,8.1,7.8
0690,7899,B,2015-11-09T08:42,54.2883,13.1283,,1,9.5,8.1,7.3
0690,6169,B,2015-11-16T11:30,54.2067,13.5667,,0.8,9.27,7.7,8.4
0690,6169,B,2015-11-16T11:30,54.2067,13.5667,,7.5,9.27,7.7,8.5
0690,6566,B,2015-11-17T08:35,53.8250,14.1000,,0.5,8.4,2.9,7.4
0690,8849,B,2015-11-17T08:42,54.2033,13.9050,,0.8,9.34,7.7,8.6
0690,8849,B,2015-11-17T08:42,54.2033,13.9050,,11.5,9.34,7.7,8.6
0690,6567,B,2015-11-17T08:45,53.8250,14.1000,,0.5,8.4,2.9,7.9
0690,6738,B,2015-11-17T09:55,54.1133,14.1167,,1,9.56,7.7,8.5
0690,6738,B,2015-11-17T09:55,54.1133,14.1167,,13.7,9.43,7.8,8.5
0690,9229,B,2015-11-17T10:57,54.0067,14.2333,,0.4,9.33,7.7,8.6
0690,9229,B,2015-11-17T10:57,54.0067,14.2333,,10,9.33,7.7,8.6
0690,7195,B,2015-11-17T11:46,53.9383,14.2250,,0.9,9.43,7.6,8.4
0690,7195,B,2015-11-17T11:46,53.9383,14.2250,,5.9,9.42,7.6,8.4
0690,5652,B,2015-11-17T12:35,54.0167,13.9583,,0.5,8.4,2.4,7
0690,7502,B,2015-11-17T14:00,54.0233,13.7600,,0.5,8.6,4.,7.5
0690,7502,B,2015-11-17T14:00,54.0233,13.7600,,7,8.7,4.2,7.2
0690,7291,B,2015-11-24T08:36,54.4617,13.5933,,1,9.39,9.6,8.2
0690,7291,B,2015-11-24T08:36,54.4617,13.5933,,12.0,10.75,13.5,6.6
0690,8753,B,2015-11-24T09:43,54.5350,13.7700,,1,9.32,9.3,8.3
0690,8753,B,2015-11-24T09:43,54.5350,13.7700,,20.0,10.86,17.4,7.1
0690,7689,B,2015-11-25T09:46,54.5067,13.4900,,0.6,6.84,7.1,8.9
0690,7689,B,2015-11-25T09:46,54.5067,13.4900,,7.6,6.86,8.,8.9
0690,9133,B,2015-11-26T09:28,54.6233,13.0283,,1,9.2,9.,8.4
0690,9133,B,2015-11-26T09:28,54.6233,13.0283,,13.0,10.15,16.6,7.4
0690,6388,B,2015-11-26T10:26,54.5117,13.0500,,1,8.29,11.8,8.5
0690,6388,B,2015-11-26T10:26,54.5117,13.0500,,4.2,6.29,13.8,8.9
0690,6472,B,2015-11-26T11:37,54.4017,13.1050,,0.8,5.82,11.,9.2
0690,6472,B,2015-11-26T11:37,54.4017,13.1050,,3.9,5.47,11.7,9.1
0690,6473,B,2015-12-07T08:32,54.4017,13.1050,,0.9,5.57,11.1,9.5
0690,6473,B,2015-12-07T08:32,54.4017,13.1050,,3.4,5.57,11.1,9.4
0690,6390,B,2015-12-07T09:48,54.5117,13.0500,,0.9,6.92,15.3,8.9
0690,6390,B,2015-12-07T09:48,54.5117,13.0500,,4.1,6.92,15.3,8.8
0690,9135,B,2015-12-07T10:50,54.6233,13.0283,,1.1,7.16,15.2,8.8
0690,9135,B,2015-12-07T10:50,54.6233,13.0283,,12.7,7.35,18.4,8.6
0690,6568,B,2015-12-08T08:40,53.8250,14.1000,,0.5,4.6,3.1,8.6
0690,6568,B,2015-12-08T08:40,53.8250,14.1000,,4.5,4.8,3.6,8
0690,5653,B,2015-12-08T12:45,54.0167,13.9583,,0.5,4.9,2.9,8.2
0690,7504,B,2015-12-08T14:05,54.0233,13.7600,,0.5,5.6,7.3,7.9
0690,7504,B,2015-12-08T14:05,54.0233,13.7600,,7,5.9,7.4,7.9
06EZ,0356,B,2015-02-03T17:24,54.7947,13.0577,0029,1.72,3.764,9.004,8.40
06EZ,0356,B,2015-02-03T17:24,54.7947,13.0577,0029,5.04,3.757,8.999,8.40
06EZ,0356,B,2015-02-03T17:24,54.7947,13.0577,0029,10.09,3.786,9.014,8.38
06EZ,0356,B,2015-02-03T17:24,54.7947,13.0577,0029,15.14,3.978,9.598,8.30
06EZ,0356,B,2015-02-03T17:24,54.7947,13.0577,0029,20.18,3.984,9.613,8.29
06EZ,0356,B,2015-02-03T17:24,54.7947,13.0577,0029,25.23,4.224,9.986,8.14
06EZ,0356,B,2015-02-03T17:24,54.7947,13.0577,0029,29.59,4.782,13.261,7.81
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,1.58,3.954,8.833,8.35
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,5.04,3.938,8.836,8.34
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,10.09,3.947,8.836,8.35
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,15.14,4.046,9.250,8.28
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,20.18,4.191,9.550,8.22
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,25.23,4.256,10.487,8.21
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,30.27,4.753,11.638,7.93
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,35.32,5.159,15.138,7.49
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,40.36,5.316,17.862,7.12
06EZ,0357,B,2015-02-03T18:42,54.8592,13.2768,0045,44.65,5.670,23.211,6.55
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,1.94,3.863,8.726,8.32
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,5.05,3.865,8.741,8.38
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,5.95,3.867,8.757,8.38
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,10.09,3.841,8.868,8.39
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,10.58,3.847,8.885,8.32
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,15.14,3.760,9.087,8.39
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,15.70,3.762,9.137,8.27
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,20.18,4.061,9.617,8.28
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,20.83,4.063,9.646,8.25
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,25.23,4.437,10.274,8.16
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,30.27,4.756,12.068,7.98
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,30.99,4.747,12.148,7.70
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,35.32,4.930,13.675,7.74
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,36.07,4.932,13.811,7.74
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,40.36,4.580,17.029,7.61
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,41.16,4.588,17.117,
06EZ,0358,B,2015-02-04T08:35,54.9995,13.2982,0046,45.61,5.719,20.454,6.45
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,1.32,3.457,9.348,8.39
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,1.41,3.469,9.343,8.47
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,5.04,3.451,9.343,8.47
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,5.50,3.450,9.343,8.40
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,10.09,3.468,9.353,8.46
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,10.60,3.504,9.368,8.37
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,15.14,4.037,9.880,8.27
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,15.69,4.171,10.130,8.23
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,20.18,4.473,11.177,8.12
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,20.81,4.534,11.267,8.10
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,25.23,4.981,13.224,7.74
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,30.27,5.074,15.903,7.48
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,30.97,5.100,16.290,7.46
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,35.32,5.188,18.494,7.25
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,36.03,5.187,18.643,7.32
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,40.36,5.686,20.175,6.68
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,41.08,5.709,20.284,6.77
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,45.41,5.705,22.787,5.97
06EZ,0359,B,2015-02-04T09:55,54.9255,13.5013,0047,46.75,5.627,22.850,5.99
06EZ,0360,B,2015-02-04T10:45,54.9252,13.4997,0047,1.41,3.463,9.346,8.47
06EZ,0360,B,2015-02-04T10:45,54.9252,13.4997,0047,6.05,3.448,9.346,8.47
06EZ,0360,B,2015-02-04T10:45,54.9252,13.4997,0047,10.09,3.479,9.353,8.44
06EZ,0360,B,2015-02-04T10:45,54.9252,13.4997,0047,15.14,4.008,9.889,8.26
06EZ,0360,B,2015-02-04T10:45,54.9252,13.4997,0047,20.18,4.611,11.307,8.04
06EZ,0360,B,2015-02-04T10:45,54.9252,13.4997,0047,23.01,4.919,12.519,7.82
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,1.38,3.654,8.977,8.46
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,1.92,3.652,8.972,8.43
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,5.05,3.656,8.972,8.42
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,10.09,3.685,8.992,8.40
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,10.59,3.715,8.998,8.36
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,15.14,3.988,9.238,8.31
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,20.18,4.261,9.784,8.24
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,20.81,4.291,9.854,8.19
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,25.23,4.724,11.647,7.97
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,30.27,4.869,13.283,7.80
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,30.96,4.875,13.394,7.81
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,35.32,4.972,16.317,7.42
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,40.36,5.670,20.325,6.77
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,41.14,5.782,20.904,6.65
06EZ,0361,B,2015-02-04T11:50,55.0252,13.4988,0045,44.86,6.147,22.807,6.29
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,1.21,3.775,9.191,8.39
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,1.21,3.712,9.130,8.44
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,5.05,3.972,9.372,8.32
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,10.09,3.944,9.480,8.32
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,10.60,3.938,9.499,8.28
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,15.14,3.857,9.517,8.34
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,20.18,4.005,9.656,8.28
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,20.81,4.005,9.655,
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,25.23,4.026,9.726,8.27
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,30.27,4.035,9.808,8.26
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,31.01,4.038,9.810,8.21
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,35.32,4.672,11.784,7.92
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,40.36,4.941,17.191,7.44
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,41.17,4.973,17.545,7.48
06EZ,0362,B,2015-02-04T13:13,55.0673,13.8137,0046,45.43,5.543,19.467,7.21
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,1.31,3.862,8.448,8.37
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,5.04,3.855,8.450,8.37
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,10.09,3.878,9.572,8.32
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,15.14,3.997,9.712,8.28
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,20.18,4.115,9.938,8.25
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,25.23,4.410,10.318,8.18
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,30.27,4.692,11.388,8.08
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,35.32,4.849,12.594,7.74
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,40.36,5.310,17.932,6.98
06EZ,0363,B,2015-02-04T14:42,54.8790,13.8667,0045,43.69,5.814,20.650,6.30
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,1.21,3.843,8.309,8.36
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,1.29,3.853,8.334,8.31
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,5.04,3.887,8.375,8.34
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,5.45,3.892,8.383,
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,10.09,3.813,8.994,8.35
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,10.58,3.784,9.017,8.32
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,15.13,3.917,9.154,8.30
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,15.71,3.979,9.249,8.27
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,20.18,4.354,10.004,8.00
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,20.81,4.397,10.096,8.01
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,25.23,4.727,11.552,7.92
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,25.90,4.745,11.740,7.94
06EZ,0364,B,2015-02-04T16:03,54.7088,13.9468,0029,28.59,4.860,12.314,7.94
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,1.30,4.044,8.165,8.28
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,1.31,4.039,8.121,8.32
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,5.04,4.042,8.121,8.32
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,10.09,4.005,8.494,8.32
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,10.61,3.923,8.735,
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,15.14,3.991,9.421,8.30
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,20.18,3.939,9.769,8.28
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,20.81,3.969,9.796,8.26
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,25.23,4.643,10.977,7.87
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,30.27,4.807,11.721,7.83
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,30.98,4.842,11.925,7.80
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,35.32,4.963,14.139,7.64
06EZ,0365,B,2015-02-04T17:09,54.8022,13.9597,0040,40.34,5.152,15.491,7.28
06EZ,0366,B,2015-02-04T18:09,54.8898,13.9687,0044,1.76,3.709,8.512,8.43
06EZ,0366,B,2015-02-04T18:09,54.8898,13.9687,0044,5.04,3.715,8.511,8.44
06EZ,0366,B,2015-02-04T18:09,54.8898,13.9687,0044,10.09,4.031,8.784,8.32
06EZ,0366,B,2015-02-04T18:09,54.8898,13.9687,0044,15.14,4.096,8.962,8.30
06EZ,0366,B,2015-02-04T18:09,54.8898,13.9687,0044,20.18,4.113,9.025,8.29
